sample,algorithm,avg_epe,avg_mse,avg_pixel_corr
sample_007,TVL1,12.67869759498548,1599.0896,0.6518428418680751
sample_007,DIS,15.996257779172625,2293.0474,0.49392715394485387
sample_007,Farneback,12.914327488933289,3315.9883,0.2560307042859389
sample_007,PCAFlow,15.764127272839158,2954.3188,0.3379409559704232
sample_007,Lucas-Kanade,10.988447292589065,4205.8936,0.17375429850520427
sample_007,DeepFlow,15.87957079280093,2364.7207,0.46995892522418037
sample_008,TVL1,11.423174436718199,1551.1277,0.7104376370741092
sample_008,DIS,13.904110484853387,2275.4478,0.5649233261987388
sample_008,Farneback,11.639176663507783,3047.7656,0.40971120400074423
sample_008,PCAFlow,14.118147423535387,2857.2385,0.44756797610512766
sample_008,Lucas-Kanade,10.055527357046897,3882.2864,0.32850989203751607
sample_008,DeepFlow,13.897890718121193,2309.5854,0.5511151166320916
sample_009,TVL1,12.247712720915011,1697.0985,0.6714368241617541
sample_009,DIS,14.946350254686518,2649.0664,0.475304000230233
sample_009,Farneback,12.21968374454076,4012.6384,0.19676398628827357
sample_009,PCAFlow,15.038378446803058,3450.8381,0.3081099888608436
sample_009,Lucas-Kanade,10.67653234095126,5060.0195,0.11321061514860337
sample_009,DeepFlow,14.83655432162734,2731.289,0.4518844263185095
sample_010,TVL1,12.261627324339532,1190.1158,0.8210932729831122
sample_010,DIS,14.52993990578281,1821.4683,0.7207372189040722
sample_010,Farneback,12.01902493985023,2515.6177,0.6105997798767321
sample_010,PCAFlow,14.25691908167213,2339.2136,0.638576989344531
sample_010,Lucas-Kanade,10.21635467959775,3205.7412,0.5361467732572466
sample_010,DeepFlow,14.659860914521676,1829.2407,0.715186144756422
sample_011,TVL1,10.767969254542859,1400.9648,0.6853530236792442
sample_011,DIS,13.528611452394545,2014.0017,0.5380931671567866
sample_011,Farneback,11.082680419551092,2741.2007,0.35944310797017975
sample_011,PCAFlow,13.696123603952888,2569.5212,0.40311207754053013
sample_011,Lucas-Kanade,9.495299533685511,3501.8284,0.28054694604764563
sample_011,DeepFlow,13.653253546449005,1989.2544,0.5398625804357066
sample_012,TVL1,9.22948004217654,1807.8105,0.7003883548740569
sample_012,DIS,11.810041887850621,2354.7131,0.598509278107632
sample_012,Farneback,9.535436078462057,3547.1782,0.37947271920176934
sample_012,PCAFlow,12.229226562131172,3035.043,0.4730067156669119
sample_012,Lucas-Kanade,7.587836333651548,4626.712,0.2881655886832107
sample_012,DeepFlow,12.456465651085002,2037.9426,0.650087943005713
sample_013,TVL1,9.881918171712165,1176.3699,0.7576102327421299
sample_013,DIS,12.149025107035996,1665.5151,0.6479502846274139
sample_013,Farneback,9.749232463834229,2335.3174,0.49909618300566316
sample_013,PCAFlow,12.406658166935319,2094.8818,0.5518653525756714
sample_013,Lucas-Kanade,8.279851494637628,2984.4468,0.4187606368614536
sample_013,DeepFlow,12.48483124327483,1596.7448,0.6584201008228694
sample_014,TVL1,11.462391021491651,1273.0015,0.7324744576752116
sample_014,DIS,14.144598334318456,1818.6138,0.609664924189458
sample_014,Farneback,11.557893703043707,2586.3384,0.43646887588422134
sample_014,PCAFlow,14.170909182325229,2359.522,0.48760780085089817
sample_014,Lucas-Kanade,9.581406349280947,3346.728,0.34375189935752193
sample_014,DeepFlow,14.306010925047486,1795.4697,0.6099167054391108
sample_015,TVL1,11.21290572500627,2388.8413,0.6162848179962073
sample_015,DIS,14.385162663781681,3388.082,0.44062775442989455
sample_015,Farneback,11.915166648606466,4506.292,0.2432832208821606
sample_015,PCAFlow,14.286324240814533,4252.201,0.28826320129069927
sample_015,Lucas-Kanade,10.183861514834865,5730.9873,0.1764473560479421
sample_015,DeepFlow,14.35690045675242,3454.3054,0.42014203688420043
sample_016,TVL1,11.54895586869393,1444.8418,0.7442600376521
sample_016,DIS,14.382683691361834,2053.4854,0.6292546583388312
sample_016,Farneback,11.654104704094916,2955.9775,0.45824341941975455
sample_016,PCAFlow,14.44020006980875,2645.6084,0.5163759991406741
sample_016,Lucas-Kanade,9.665870695009016,3823.2734,0.3663982544329446
sample_016,DeepFlow,14.496771532247777,2009.1279,0.6330673142783896
sample_017,TVL1,11.595186431065109,1074.6936,0.7524279857072647
sample_017,DIS,14.335321175203745,1527.8035,0.64076753599004
sample_017,Farneback,11.644578229211874,2280.5442,0.45784621073003784
sample_017,PCAFlow,14.196242914121205,2028.2042,0.5153903297805105
sample_017,Lucas-Kanade,9.493067958667078,2959.6794,0.35830143640540646
sample_017,DeepFlow,14.379117449114684,1546.7394,0.6306271201422298
sample_018,TVL1,8.394430933499518,1090.1425,0.8044217091848452
sample_018,DIS,10.332305478437396,1343.8755,0.7532257814480947
sample_018,Farneback,8.309479195546144,2210.921,0.5841707212757723
sample_018,PCAFlow,10.704331819487724,1841.9089,0.656366037255804
sample_018,Lucas-Kanade,6.385654554902304,2988.8877,0.4841068284930446
sample_018,DeepFlow,11.073393618758468,1104.6107,0.7977474166865365
sample_019,TVL1,11.555515854251086,1303.6074,0.7217138844665343
sample_019,DIS,14.38967399267235,1766.6533,0.6162231298221008
sample_019,Farneback,11.31376811923488,2797.7222,0.3786018655773351
sample_019,PCAFlow,14.40806884846673,2360.7524,0.4787414371266001
sample_019,Lucas-Kanade,9.337637354632696,3647.145,0.27646851183835286
sample_019,DeepFlow,14.633250039917513,1707.4911,0.6242201844811556
sample_020,TVL1,14.062273643714164,1457.3259,0.6948089571437767
sample_020,DIS,17.80560969703097,2093.6597,0.5542373837690547
sample_020,Farneback,14.645630408994686,2922.15,0.3678677828247919
sample_020,PCAFlow,17.290009070773706,2674.2056,0.42155837284358993
sample_020,Lucas-Kanade,12.262595167666724,3754.2285,0.27713948597748767
sample_020,DeepFlow,17.708481470823116,2126.3245,0.5400890807755605
sample_021,TVL1,11.27838949634969,1382.5442,0.6723173930237594
sample_021,DIS,13.81011396505572,1998.4564,0.5121655908793608
sample_021,Farneback,11.528813450978,2661.683,0.34106115120297836
sample_021,PCAFlow,14.079527102698215,2465.4697,0.3903313135826277
sample_021,Lucas-Kanade,9.92846935981087,3393.9253,0.2634407119699209
sample_021,DeepFlow,13.775770315407176,2035.3259,0.4919865459475736
sample_022,TVL1,9.099886421545438,1461.5137,0.7438638509452217
sample_022,DIS,11.700832988962075,1796.0637,0.6777878443273657
sample_022,Farneback,9.195462681441649,2941.0667,0.4564633432546418
sample_022,PCAFlow,12.233236710580583,2395.874,0.5624943784050845
sample_022,Lucas-Kanade,7.185482112850368,3878.706,0.3588730785550983
sample_022,DeepFlow,12.488973308227997,1459.0879,0.7385863421720194
sample_023,TVL1,13.909742223010118,576.449,0.8726439885667977
sample_023,DIS,15.834321438466377,853.4022,0.810010962843815
sample_023,Farneback,13.145468225402148,1362.0623,0.6940085007286468
sample_023,PCAFlow,15.34341738383838,1186.2432,0.7333648722316541
sample_023,Lucas-Kanade,10.667321932635417,1868.8286,0.5991313704415627
sample_023,DeepFlow,15.899509768490395,871.7123,0.804520409893202
sample_024,TVL1,11.995483934700095,993.61456,0.7916206485601546
sample_024,DIS,14.440590556461121,1421.5725,0.6968877568954785
sample_024,Farneback,11.649442147842063,2281.9766,0.5050727276774354
sample_024,PCAFlow,14.053059389967757,1936.2788,0.5815908261525091
sample_024,Lucas-Kanade,9.215043950583276,3049.8896,0.3903721412786982
sample_024,DeepFlow,14.684586338528597,1387.2255,0.7010034935867715
sample_025,TVL1,12.039357787736392,1452.932,0.7318229071413601
sample_025,DIS,14.590819051391218,2021.49,0.6196722875463887
sample_025,Farneback,11.9007586415152,3013.3174,0.42325868538166395
sample_025,PCAFlow,14.570795433348392,2635.4663,0.4962518683897435
sample_025,Lucas-Kanade,9.849877334358496,3935.4316,0.323011865246318
sample_025,DeepFlow,14.681363680117409,2024.8689,0.6141622750150434
sample_026,TVL1,12.57949367926042,1812.8433,0.6430611324701314
sample_026,DIS,15.628253044969462,2569.0442,0.48206825458291525
sample_026,Farneback,12.808715623823328,3419.125,0.3015079231783539
sample_026,PCAFlow,15.515422356904523,3182.4756,0.35022586517424487
sample_026,Lucas-Kanade,11.226908618904897,4361.7227,0.2244414832279333
sample_026,DeepFlow,15.55089314022992,2628.708,0.4623708794815551
sample_027,TVL1,13.99886697915278,750.9169,0.8081279340818887
sample_027,DIS,16.32561790550848,1128.347,0.7083715728198176
sample_027,Farneback,13.69622768237275,1727.8125,0.5500439211213919
sample_027,PCAFlow,15.644162423539235,1570.7446,0.5905132505231674
sample_027,Lucas-Kanade,11.162017498963252,2322.5952,0.43546488476508044
sample_027,DeepFlow,16.246148954011634,1186.8647,0.6892424534333623
sample_028,TVL1,11.932528638133633,1549.6687,0.7197320625583056
sample_028,DIS,15.280131447224822,2202.6177,0.5928636116294523
sample_028,Farneback,12.273828882070625,3144.4714,0.41021538377398503
sample_028,PCAFlow,15.281108087322199,2867.3857,0.46229711183761313
sample_028,Lucas-Kanade,10.172866515804039,4080.0989,0.3141929942762905
sample_028,DeepFlow,15.516873358198724,2158.0112,0.5962584613411399
sample_029,TVL1,6.96991225561304,730.2958,0.8799380960992789
sample_029,DIS,8.069767742223148,745.8274,0.8748404371776188
sample_029,Farneback,6.368677886738503,1682.2208,0.7029585551389279
sample_029,PCAFlow,8.262407534909272,1093.4504,0.8123263577016386
sample_029,Lucas-Kanade,4.392284853181498,2564.1863,0.5755636126030013
sample_029,DeepFlow,8.597866560917407,567.786,0.9072498840580687
sample_030,TVL1,9.96183499815972,1284.9099,0.7429160223694037
sample_030,DIS,12.347722558713091,1584.7065,0.6752561377791466
sample_030,Farneback,9.702713491433482,2837.5127,0.39982875133418955
sample_030,PCAFlow,12.372293912855849,2241.3748,0.530375275951928
sample_030,Lucas-Kanade,7.472156468738143,3844.789,0.27446696082510785
sample_030,DeepFlow,12.795057933783948,1452.508,0.699620158868815
sample_031,TVL1,14.078614427880243,853.27747,0.7920494356645428
sample_031,DIS,16.32706218725037,1240.6528,0.6940828513177505
sample_031,Farneback,13.495458156590573,1894.9966,0.5271627236109347
sample_031,PCAFlow,15.958035394164934,1689.6986,0.5781012385333176
sample_031,Lucas-Kanade,11.347557402284068,2514.4438,0.41878842638132546
sample_031,DeepFlow,16.540964666921933,1296.9481,0.6770243579261513
sample_032,TVL1,11.580017490405414,1554.6946,0.7147769984441642
sample_032,DIS,14.239384680602845,2216.979,0.5833479148646792
sample_032,Farneback,11.906681744494174,2919.4832,0.4449276797811402
sample_032,PCAFlow,14.431366057907507,2755.4045,0.47611319236478533
sample_032,Lucas-Kanade,10.33885648728431,3716.0974,0.3678160739355878
sample_032,DeepFlow,14.215630871175964,2230.552,0.5739874047117346
sample_033,TVL1,12.28208649378192,1792.7129,0.7065224283545545
sample_033,DIS,15.056037132863962,2617.9858,0.5611676400928323
sample_033,Farneback,12.54357597052687,3472.122,0.4101053481586552
sample_033,PCAFlow,14.915896508152887,3272.183,0.44448804446225376
sample_033,Lucas-Kanade,10.890411984501545,4426.538,0.32889959567948857
sample_033,DeepFlow,15.093558229609876,2728.2153,0.535732736520584
sample_034,TVL1,8.464717629534363,1498.7538,0.7556447449760528
sample_034,DIS,10.725424981466572,1950.3196,0.6732056740192682
sample_034,Farneback,8.341983528003826,3019.872,0.4792088433135099
sample_034,PCAFlow,11.106324249794582,2577.2783,0.5599596012555842
sample_034,Lucas-Kanade,6.827258365558722,3958.8071,0.38502155024409723
sample_034,DeepFlow,11.47780682545389,1655.94,0.7195473661650889
sample_035,TVL1,9.523236206866342,1788.0222,0.6972727128835816
sample_035,DIS,12.186021518995924,2507.2756,0.5611757065977688
sample_035,Farneback,9.859425253950487,3499.7441,0.3772516255392224
sample_035,PCAFlow,12.58582063582279,3198.0474,0.4336807054973605
sample_035,Lucas-Kanade,8.289465519246747,4492.7725,0.29640248663436897
sample_035,DeepFlow,12.606188858386272,2391.8728,0.5750931726315789
sample_036,TVL1,12.815491739501432,1260.2308,0.7278652593918802
sample_036,DIS,15.477755957087169,1774.0623,0.6098565166754113
sample_036,Farneback,12.860592824691414,2517.267,0.4402860719623482
sample_036,PCAFlow,15.485772609874846,2268.4443,0.4957400785344184
sample_036,Lucas-Kanade,10.676199022183125,3241.163,0.3481740563892948
sample_036,DeepFlow,15.525082384428378,1809.0142,0.5969417898572948
sample_037,TVL1,12.209099482424591,1239.69,0.7871796383767791
sample_037,DIS,14.64533735620715,1818.7458,0.6819210399905659
sample_037,Farneback,12.095814418953202,2546.7854,0.5489438233514874
sample_037,PCAFlow,14.484736926763944,2320.9468,0.5897663080552925
sample_037,Lucas-Kanade,10.115644168259593,3307.6025,0.4590132838183032
sample_037,DeepFlow,14.648636710469562,1839.849,0.6742611652780722
sample_038,TVL1,11.924743517330931,869.2628,0.8069351577030275
sample_038,DIS,14.340381189248856,1280.9072,0.7119096476234505
sample_038,Farneback,11.817393209760352,1827.8696,0.5830775608744544
sample_038,PCAFlow,14.110228461194875,1654.1125,0.6234027979524877
sample_038,Lucas-Kanade,9.59065603399784,2387.5112,0.49244233735747467
sample_038,DeepFlow,14.506925286431084,1255.1406,0.7152224970909449
sample_039,TVL1,11.092095149765328,497.083,0.8862609873710816
sample_039,DIS,12.176471861350212,689.2528,0.8403811653442788
sample_039,Farneback,9.934172606272769,1132.9194,0.7349420522379242
sample_039,PCAFlow,12.014350150726047,942.7942,0.7797320146375191
sample_039,Lucas-Kanade,7.680589911129438,1570.7378,0.6495767847163039
sample_039,DeepFlow,12.518100541965204,651.9098,0.8487178646803385
sample_040,TVL1,10.42518030841295,883.4686,0.8215351531360112
sample_040,DIS,12.855028304103827,1137.3495,0.7651574946983737
sample_040,Farneback,10.470179010737883,1967.7991,0.5846572203117134
sample_040,PCAFlow,12.854230818215335,1594.9619,0.6657019591548643
sample_040,Lucas-Kanade,7.623468836685019,2704.9048,0.46999041001958936
sample_040,DeepFlow,13.28103767521545,1009.42474,0.7895813721768288
sample_041,TVL1,13.44852636617153,1121.0514,0.7652690895006812
sample_041,DIS,16.074256416968534,1683.7302,0.6424341581873128
sample_041,Farneback,13.301965685733482,2412.009,0.4828444611347702
sample_041,PCAFlow,15.632733671531446,2206.1013,0.5269484783733607
sample_041,Lucas-Kanade,11.158107185450014,3138.0574,0.38416013475302524
sample_041,DeepFlow,16.033137922226654,1738.2881,0.6267714019006492
sample_042,TVL1,10.534091273476355,1016.13794,0.7889860681658862
sample_042,DIS,12.983700931932136,1434.4973,0.6955635366069683
sample_042,Farneback,10.435486350285593,2085.2822,0.5488194043346502
sample_042,PCAFlow,13.115750223945218,1864.8765,0.5982894238424292
sample_042,Lucas-Kanade,8.536945298291606,2706.435,0.46215779132299506
sample_042,DeepFlow,13.392368321418711,1312.2615,0.7176203405460729
sample_043,TVL1,12.016453918837815,1088.156,0.7729443955756514
sample_043,DIS,14.401389799582333,1567.9182,0.6668206784876791
sample_043,Farneback,12.056961363164493,2271.026,0.5110196105132903
sample_043,PCAFlow,14.47170058485857,2046.8489,0.5597419851871109
sample_043,Lucas-Kanade,9.761812420391848,2952.829,0.4162438317100364
sample_043,DeepFlow,14.644399540435716,1579.2485,0.6597842717843343
sample_044,TVL1,10.586977717016751,887.6638,0.7894908192525656
sample_044,DIS,12.727528436003531,1228.9673,0.7015246926861739
sample_044,Farneback,10.644132772391668,1833.8928,0.5478609096893581
sample_044,PCAFlow,12.628448488052875,1607.9941,0.6048626637893177
sample_044,Lucas-Kanade,8.213317263465779,2440.4678,0.4462245836690689
sample_044,DeepFlow,13.060469912368234,1181.7908,0.7091526738440331
sample_045,TVL1,10.348568103236508,1198.4089,0.7661801499627249
sample_045,DIS,12.793427276519566,1666.0796,0.6676769130700798
sample_045,Farneback,10.168954281385567,2434.7944,0.5040679449768898
sample_045,PCAFlow,12.882843381067893,2168.1714,0.5612242050408993
sample_045,Lucas-Kanade,8.390097045977338,3156.4175,0.41473525655454235
sample_045,DeepFlow,13.314027453543694,1518.0962,0.6933790034400586
sample_046,TVL1,10.258134185937067,970.8694,0.6939848616973388
sample_046,DIS,12.952809981447405,1340.2148,0.5673937277627937
sample_046,Farneback,10.074123066214892,2298.9487,0.23931814491879902
sample_046,PCAFlow,12.85712563616589,1855.5173,0.3881534135069825
sample_046,Lucas-Kanade,8.209940406537337,2996.8396,0.13041984105303445
sample_046,DeepFlow,13.151556793886426,1300.0607,0.5743368169034853
sample_047,TVL1,11.675832807304536,909.52844,0.7631631262697113
sample_047,DIS,14.174571771266145,1292.8215,0.6563818654273122
sample_047,Farneback,11.231469040293478,2130.5737,0.42620672563384854
sample_047,PCAFlow,13.904536876467972,1753.1279,0.5265604898542292
sample_047,Lucas-Kanade,9.132883185193576,2801.7678,0.31250025570448015
sample_047,DeepFlow,14.152164897910389,1309.5687,0.6470783303465333
sample_048,TVL1,13.270679059642866,638.57086,0.8532508030073958
sample_048,DIS,15.30460084649204,905.68933,0.7892440210572348
sample_048,Farneback,12.563124044964578,1323.0488,0.6898756710158995
sample_048,PCAFlow,14.724015499585185,1214.8684,0.7154029449284958
sample_048,Lucas-Kanade,10.437218687050887,1758.8566,0.6095352345396031
sample_048,DeepFlow,15.381924996802756,912.6393,0.786078871452393
sample_049,TVL1,8.259477628352556,1271.4429,0.7569872739623752
sample_049,DIS,10.662608823451237,1627.0219,0.6811643106609102
sample_049,Farneback,8.489307935435527,2526.2505,0.49212320048134384
sample_049,PCAFlow,11.172679491596902,2113.067,0.5798148513830153
sample_049,Lucas-Kanade,6.787853601729228,3309.5405,0.4024166188213867
sample_049,DeepFlow,11.55846651572227,1333.2968,0.7390653191654439
