sample,algorithm,avg_epe,avg_mse,avg_pixel_corr
sample_008,DIS,15.923848710740915,1071.5518,0.7432699095935251
sample_008,Farneback,12.658858613287252,1763.7706,0.56945280758485
sample_008,PCAFlow,15.701712854776472,1455.19,0.6463975121949098
sample_008,DeepFlow,16.69337543826961,959.44086,0.7677666641495811
sample_009,TVL1,10.78620661757656,797.23315,0.7947185759743349
sample_009,DIS,15.04532311303604,777.45526,0.8003048980546823
sample_009,Farneback,12.172458581116262,1571.818,0.5808207937540625
sample_009,PCAFlow,14.85821834111959,1131.646,0.7029791046817482
sample_009,DeepFlow,15.829086994928787,637.32874,0.8380079464624149
sample_010,TVL1,11.050659557106265,552.1033,0.8664085598581586
sample_010,DIS,14.335296517126183,566.96454,0.8620859243963472
sample_010,Farneback,11.325800888878822,1128.6351,0.718542604140747
sample_010,PCAFlow,14.009869347566537,827.10974,0.7954340175335685
sample_010,DeepFlow,14.966308333553856,471.3534,0.8858387524323242
sample_011,TVL1,14.84049696543671,111.30198,0.962124973705378
sample_011,DIS,15.694609613540287,128.75441,0.9561999032903081
sample_011,Farneback,13.140095507262856,282.3713,0.9038457784505959
sample_011,PCAFlow,14.572695677364441,245.13422,0.9165361054115013
sample_011,DeepFlow,16.18328306101818,115.19457,0.9607532621334058
sample_012,TVL1,12.954908037765017,696.95355,0.8292048912548041
sample_012,DIS,16.72379950808058,846.3809,0.789974550213359
sample_012,Farneback,13.710067090934677,1464.0581,0.6326890623929309
sample_012,PCAFlow,16.21082883051722,1200.2081,0.6986159008835631
sample_012,DeepFlow,17.159238452317734,808.044,0.7979630750489526
sample_013,TVL1,10.729265018327432,756.86035,0.8006232910436585
sample_013,DIS,15.035679380611832,762.9922,0.7978763246168833
sample_013,Farneback,11.628419994778199,1547.7388,0.5779277855450832
sample_013,PCAFlow,14.798262725059887,1089.8048,0.7056521521308249
sample_013,DeepFlow,15.663138700814999,641.9932,0.8311919953621962
sample_014,TVL1,13.77624397499762,385.44864,0.9242848073048477
sample_014,DIS,16.698480431867026,441.01904,0.9128192339687257
sample_014,Farneback,13.56975156887472,876.55786,0.8254425630492644
sample_014,PCAFlow,15.723482843164367,729.1713,0.854614202494438
sample_014,DeepFlow,17.33018663288585,386.13702,0.9235300105057807
sample_015,TVL1,13.818091332348333,218.3606,0.9482162288486884
sample_015,DIS,15.469142469879971,255.00273,0.9395880099481534
sample_015,Farneback,12.988820557941914,611.86597,0.8530158219022673
sample_015,PCAFlow,14.52115902390642,487.54083,0.8834024567277257
sample_015,DeepFlow,15.865380745796347,234.36475,0.9445058715490209
sample_016,TVL1,11.021954440581379,408.81473,0.8719275930433098
sample_016,DIS,13.83150538994164,372.46054,0.8834680462312661
sample_016,Farneback,11.10750688873391,906.32544,0.706162549783572
sample_016,PCAFlow,13.436137462301502,592.7971,0.8101670291162839
sample_016,DeepFlow,14.19102087311562,339.78223,0.8942558886560054
sample_017,TVL1,13.874194128269455,462.561,0.9113408539271152
sample_017,DIS,17.014342311177387,531.627,0.8969814285748829
sample_017,Farneback,14.092025737737423,1079.2975,0.7889821269912215
sample_017,PCAFlow,16.201192253514307,892.4025,0.8253966725386023
sample_017,DeepFlow,17.61665247397825,479.36102,0.906625841796357
sample_018,TVL1,9.70516890548924,342.90616,0.8899220692104678
sample_018,DIS,11.619361093557213,282.83206,0.9091436039493608
sample_018,Farneback,9.57849005683136,722.5357,0.7575207601164301
sample_018,PCAFlow,11.548682328653047,423.939,0.8604376114070026
sample_018,DeepFlow,12.014825863563415,241.75406,0.9235654113110997
sample_019,TVL1,10.17049651153431,811.5033,0.8100080059504524
sample_019,DIS,14.088667680937208,747.4717,0.8254561447889132
sample_019,Farneback,11.252048834803212,1603.7749,0.6107448886202784
sample_019,PCAFlow,13.95902009432446,1064.327,0.7455650757459783
sample_019,DeepFlow,14.752124480974196,579.4929,0.8667080005853457
sample_020,TVL1,10.171446810088627,674.33356,0.8693732359953202
sample_020,DIS,13.24725774580795,750.7016,0.8523582604498819
sample_020,Farneback,10.508810802842818,1393.0155,0.7222054584434524
sample_020,PCAFlow,13.095992508240288,1023.0783,0.7967589488236313
sample_020,DeepFlow,13.945189766651946,638.05347,0.8738590537026066
sample_021,TVL1,11.867598022353036,57.529995,0.9736436386409622
sample_021,DIS,12.146523504753333,60.03867,0.9722183364252469
sample_021,Farneback,10.34601714284919,166.1985,0.9225044405466982
sample_021,PCAFlow,11.586967978836372,120.47694,0.943738695526774
sample_021,DeepFlow,12.44109414543767,55.459305,0.9743777982611763
sample_022,TVL1,11.051809177337352,718.5821,0.8671849212320306
sample_022,DIS,14.826689801254098,711.0031,0.8692535006563324
sample_022,Farneback,11.369542760511566,1452.0304,0.7260491633981896
sample_022,PCAFlow,14.490432874765775,1043.4551,0.8050169095010815
sample_022,DeepFlow,15.708435543193191,535.11755,0.903024957175614
sample_023,TVL1,13.188375253318709,637.24646,0.7698227533998568
sample_023,DIS,17.38830497628553,657.35767,0.7620647045149579
sample_023,Farneback,14.175091056927306,1313.055,0.5114765731619731
sample_023,PCAFlow,17.05480454378824,966.8134,0.6426115303627702
sample_023,DeepFlow,17.966514246166795,581.16626,0.7898696132870651
sample_024,TVL1,11.666243319851771,589.35474,0.7978023912131964
sample_024,DIS,16.181864248604622,651.49536,0.7777476425413326
sample_024,Farneback,12.67386385268761,1717.3368,0.4014950728576467
sample_024,PCAFlow,15.866304996771378,1010.57153,0.6486055329960322
sample_024,DeepFlow,16.667402075023364,636.4037,0.7825069313809518
sample_025,TVL1,14.067629724882352,315.592,0.9368380880141458
sample_025,DIS,16.294239728289103,373.0707,0.9254713991942889
sample_025,Farneback,13.414928254559594,836.85864,0.8308727439652626
sample_025,PCAFlow,15.346849657544029,663.6995,0.8662984275965461
sample_025,DeepFlow,16.82077868773047,337.06125,0.9328960989791001
sample_026,TVL1,11.168178141012907,312.88635,0.9344466952713762
sample_026,DIS,13.01333056333665,297.4141,0.9378243198371495
sample_026,Farneback,10.794193742388186,689.80054,0.8525239173587095
sample_026,PCAFlow,12.629050976913367,471.98312,0.90010622312954
sample_026,DeepFlow,13.588269634026677,241.40468,0.9498308794538325
sample_027,TVL1,14.251860727789335,455.19534,0.8643564944804477
sample_027,DIS,18.10222355873107,544.8859,0.8369153582799662
sample_027,Farneback,14.485229594281362,1014.5364,0.6927894931061586
sample_027,PCAFlow,17.052549974492354,857.8209,0.7401079515760053
sample_027,DeepFlow,18.55571604430127,501.08606,0.8496642576763307
sample_028,TVL1,14.64669609275209,469.65567,0.8832584068329528
sample_028,DIS,18.2267898407526,564.8883,0.8589127698960975
sample_028,Farneback,14.667941253350978,1100.7671,0.7228295343851108
sample_028,PCAFlow,17.289711767175987,902.8637,0.77239274734061
sample_028,DeepFlow,18.83718660450044,519.9265,0.8695695237470153
sample_029,TVL1,9.87003880511061,558.414,0.8758285638663029
sample_029,DIS,12.767675428459938,455.90927,0.8991910426662102
sample_029,Farneback,10.506154940117908,1147.3536,0.7351984014172731
sample_029,PCAFlow,12.767293802319982,679.4079,0.8468383226132836
sample_029,DeepFlow,13.295844681403791,361.69708,0.9214974744391149
sample_030,TVL1,10.27187079542879,1094.286,0.8184564105871298
sample_030,DIS,14.00004236756399,1302.3671,0.7829877127619472
sample_030,Farneback,10.766718760527215,2167.8489,0.6330297540860611
sample_030,PCAFlow,13.998721156682155,1734.6188,0.7082231098919107
sample_030,DeepFlow,14.965303343347482,1106.6437,0.8178574209064892
sample_031,TVL1,12.202093005232399,177.53741,0.9428982075915674
sample_031,DIS,13.202483462383503,183.83066,0.9407762762336805
sample_031,Farneback,11.169998593204914,494.24237,0.8365673202654751
sample_031,PCAFlow,12.860875498599716,318.4813,0.8958501424001799
sample_031,DeepFlow,13.58824565284491,167.18947,0.9462925090185823
sample_032,TVL1,13.872913486169422,261.08655,0.9458799366704731
sample_032,DIS,15.484817300544249,263.97446,0.945193144238765
sample_032,Farneback,12.848258059981157,713.4555,0.8493864764783371
sample_032,PCAFlow,14.795726405730694,530.98724,0.8884846036114168
sample_032,DeepFlow,15.983197591973198,219.74657,0.9544625831704479
sample_033,TVL1,11.354790968762542,782.1588,0.8370401421059314
sample_033,DIS,14.807938539156492,843.9607,0.8231546231480564
sample_033,Farneback,11.783974558133377,1660.7511,0.64449551094859
sample_033,PCAFlow,14.448061355061776,1250.9626,0.7328786146779969
sample_033,DeepFlow,15.319265735779583,739.28033,0.8451718717980644
sample_034,TVL1,11.093504253924472,180.75336,0.939532026137856
sample_034,DIS,12.165932974820462,177.2429,0.9401903187825227
sample_034,Farneback,9.966864916526484,423.73734,0.8549865165362303
sample_034,PCAFlow,12.046624047141734,275.09323,0.9061358566557067
sample_034,DeepFlow,12.700715666129978,147.3742,0.9504817949379375
sample_035,TVL1,11.970885664505628,1250.9529,0.7303912816327771
sample_035,DIS,17.173596927067546,1280.144,0.723292070708432
sample_035,Farneback,13.26371689082244,2569.5842,0.42645626438535555
sample_035,PCAFlow,16.743133236258462,1895.4222,0.5798272482851624
sample_035,DeepFlow,17.81654596279678,1118.1184,0.7595898790628297
sample_036,TVL1,12.013893157115497,544.33923,0.8711022106751017
sample_036,DIS,15.345198412163752,626.82623,0.850073348895522
sample_036,Farneback,12.42845277436618,1131.2758,0.7266638973385803
sample_036,PCAFlow,14.906166455705385,898.51685,0.7827165304383702
sample_036,DeepFlow,16.10798871706405,530.91675,0.872322997222384
sample_037,TVL1,8.760863103718332,677.50726,0.8478763470137533
sample_037,DIS,11.535372530041592,504.2918,0.8884156049772371
sample_037,Farneback,9.43499895040018,1301.2306,0.6931622487773657
sample_037,PCAFlow,11.581019731887391,688.7369,0.8438175719808371
sample_037,DeepFlow,11.96836673661869,407.08798,0.9123301279670222
sample_038,TVL1,9.042116643954209,317.7729,0.9379787777790692
sample_038,DIS,10.14112720464273,240.01068,0.9535404899569863
sample_038,Farneback,8.902846890436647,660.88745,0.8656861067056791
sample_038,PCAFlow,10.059356779073015,343.66818,0.9319361623487179
sample_038,DeepFlow,10.302332135773856,224.63258,0.9568604208929151
sample_039,TVL1,13.073047789544665,323.38782,0.9261505219459856
sample_039,DIS,15.125108224688104,308.05655,0.9291794538471719
sample_039,Farneback,12.273016532828954,869.36646,0.7953909365144404
sample_039,PCAFlow,14.599985100762739,551.9257,0.8712735387108929
sample_039,DeepFlow,15.467442939201083,273.97388,0.9373150478580826
sample_040,TVL1,12.53076614547828,689.0025,0.8296485734900869
sample_040,DIS,15.993572037747528,760.3522,0.8105563104296943
sample_040,Farneback,12.950443191286501,1481.4149,0.6233089597344111
sample_040,PCAFlow,15.429092319362939,1155.4502,0.7064384820121561
sample_040,DeepFlow,16.615758941853397,682.133,0.8300868089075717
sample_041,TVL1,13.134960365991532,562.28735,0.8257873778229109
sample_041,DIS,16.76744201383933,641.0187,0.8009807619600671
sample_041,Farneback,13.738796330160575,1220.0231,0.6144571742230837
sample_041,PCAFlow,16.083516827375348,971.08417,0.694308714468245
sample_041,DeepFlow,17.246734094236885,605.2022,0.8122826298913334
sample_042,TVL1,10.24966336122656,131.0731,0.9620336017916269
sample_042,DIS,10.755115239794922,119.61665,0.965092492376833
sample_042,Farneback,9.405236170628758,334.4974,0.8996203055458222
sample_042,PCAFlow,10.616446571659328,191.06006,0.9433745985220429
sample_042,DeepFlow,10.987168454585962,106.94502,0.9690275441270508
sample_043,TVL1,8.368411665520968,337.75854,0.8082687295095862
sample_043,DIS,12.139056952448529,259.3866,0.8558932852107262
sample_043,Farneback,9.527664809711693,976.06305,0.4347854705943624
sample_043,PCAFlow,11.950522320388005,416.56366,0.7628500735677803
sample_043,DeepFlow,12.587915702869163,216.9411,0.8813070529793449
sample_044,TVL1,9.05594919760958,544.32135,0.8774193012489356
sample_044,DIS,11.341124608559054,398.8027,0.9117082475434871
sample_044,Farneback,9.281401590133152,1105.5583,0.7404076719338147
sample_044,PCAFlow,11.301628098875417,562.85895,0.871980340969315
sample_044,DeepFlow,11.72096463585135,318.4716,0.9314303152626455
sample_045,TVL1,9.966247826683313,752.25073,0.856675235305066
sample_045,DIS,13.41830602948706,650.5867,0.8764668999994217
sample_045,Farneback,10.67004411728946,1511.4087,0.7023867561101454
sample_045,PCAFlow,13.276285707105613,943.30664,0.81744579543823
sample_045,DeepFlow,13.960686410571732,515.0847,0.903825851538237
sample_046,TVL1,11.412283813155948,308.5123,0.9358412947224007
sample_046,DIS,13.39417998844038,327.45935,0.9319347778155318
sample_046,Farneback,10.735145208940619,695.8803,0.8530753989699587
sample_046,PCAFlow,12.758492850537833,527.6448,0.8892363103038803
sample_046,DeepFlow,14.056197840406703,267.72604,0.9449040145585674
sample_047,TVL1,12.310388404924874,274.3898,0.9235530136159013
sample_047,DIS,14.176315970115821,264.84152,0.9268116664686278
sample_047,Farneback,11.80649893112872,678.963,0.806945995246953
sample_047,PCAFlow,13.687646922475691,457.53152,0.8709977217731514
sample_047,DeepFlow,14.518902561872824,244.84082,0.9326731994270886
sample_048,TVL1,11.535968232184162,490.70312,0.874450033437885
sample_048,DIS,13.926560882096476,446.65524,0.8853733169032121
sample_048,Farneback,11.366436425289592,1097.8019,0.709326448504421
sample_048,PCAFlow,13.743318616248269,696.98615,0.8175983280403257
sample_048,DeepFlow,14.32130052998727,394.19806,0.8995211766507409
sample_049,TVL1,13.548959956371368,308.9572,0.9166874470308102
sample_049,DIS,15.910000438216953,354.0159,0.9041853123018503
sample_049,Farneback,13.008274357416822,652.11505,0.8216427416850901
sample_049,PCAFlow,14.968148127934017,551.01263,0.8502546298785906
sample_049,DeepFlow,16.64359324770626,303.25195,0.9179954141391211
